Label	Category	Name
GCA_026073455.1_ASM2607345v1_AP026613.1_seq1...aac6p_class1	Latent	NA
GCA_027563335.1_ASM2756333v1_JAMKBI010000011.1_seq2...aac6p_class1	Latent	NA
GCA_028292765.1_ASM2829276v1_JAQGLR010000239.1_seq1...aac3_class1	Latent	NA
GCA_030146295.1_ASM3014629v1_JASLCD010000473.1_seq1...aac6p_class2	Latent	NA
GCA_030148725.1_ASM3014872v1_JASBSU010000005.1_seq1...aac3_class1	Latent	NA
GCA_036423915.1_PDT002072793.1_ABQCSM010000001.1_seq1...aac6p_class2	Established	aac(6')-Iaa_1
GCA_000286375.1_LysBor1.0_AJXM01000138.1_seq1...aac6p_class2	Latent	NA
GCA_000353285.1_ASM35328v1_KB731325.1_seq1...aac6p_class2	Latent	NA
GCA_000376125.1_ASM37612v1_AQWH01000009.1_seq1...aac6p_class1	Latent	NA
GCA_000496075.1_LuBa1.0_AWXZ01000029.1_seq1...aac3_class1	Latent	NA
GCA_001721285.1_PanISTKB1.0_MAOS01000057.1_seq1...aac6p_class2	Latent	NA
GCA_002836425.1_ASM283642v1_PJBO01000001.1_seq1...aac6p_class1	Latent	NA
GCA_004327995.1_ASM432799v1_SJCW01000015.1_seq1...aac6p_class2	Latent	NA
GCA_007990775.1_ASM799077v1_BJXB01000011.1_seq1...aac6p_class1	Latent	NA
GCA_013459415.1_ASM1345941v1_CP054858.1_seq1...aac6p_class1	Latent	NA
GCA_014200015.1_ASM1420001v1_JACHOT010000004.1_seq1...aac6p_class1	Latent	NA
GCA_014652635.1_ASM1465263v1_BMZE01000003.1_seq1...aac6p_class2	Latent	NA
GCA_014694455.1_ASM1469445v1_JAAUWT010000015.1_seq1...aac6p_class2	Latent	NA
GCA_014836905.1_ASM1483690v1_JACSPZ010000002.1_seq1...aac6p_class1	Latent	NA
GCA_016405905.1_ASM1640590v1_JAEFCB010000018.1_seq1...aac6p_class1	Latent	NA
GCA_016785085.1_ASM1678508v1_JAENHO010000010.1_seq1...aac2p	Latent	NA
GCA_016793485.1_ASM1679348v1_JAEULZ010000019.1_seq1...aac6p_class1	Latent	NA
GCA_017161115.1_ASM1716111v1_CP046508.1_seq1...aac6p_class1	Latent	NA
GCA_020554275.1_ASM2055427v1_JAJCHC010000006.1_seq1...aac6p_class2	Latent	NA
GCA_022346845.1_ASM2234684v1_JAKRNP010000002.1_seq1...aac6p_class2	Latent	NA
GCA_022359535.1_ASM2235953v1_JAKSGM010000097.1_seq1...aac6p_class2	Established	aac(6')-Il
GCA_024171725.1_ASM2417172v1_JAMTCG010000007.1_seq1...aac2p	Latent	NA
GCA_024701975.1_ASM2470197v1_JANLNM010000001.1_seq1...aac6p_class1	Latent	NA
GCA_025660475.1_ASM2566047v1_JAOUSF010000004.1_seq1...aac6p_class1	Latent	NA
GCA_025699295.1_ASM2569929v1_JAILWB010000007.1_seq1...aac3_class1	Latent	NA
GCA_035461005.1_ASM3546100v1_DATHVZ010000033.1_seq1...aac6p_class1	Latent	NA
GCA_035538975.1_ASM3553897v1_DATLJJ010000021.1_seq1...aac3_class1	Latent	NA
GCA_035944695.1_ASM3594469v1_DASZBB010000067.1_seq1...aac3_class1	Latent	NA
GCA_900106775.1_IMG.taxon_2693429881_annotated_assembly_FNNQ01000005.1_seq1...aac6p_class1	Latent	NA
GCA_902805965.1_AVDCRST.MAG51_CADCUX010000406.1_seq1...aac6p_class1	Latent	NA
GCA_000236565.2_ASM23656v2_AHAM01000028.1_seq1...aac6p_class1	Latent	NA
GCA_000496305.2_ASM49630v2_AYGY02000145.1_seq1...aac6p_class1	Latent	NA
GCA_000960975.1_ASM96097v1_CP010803.1_seq1...aac6p_class1	Latent	NA
GCA_001428545.1_Root189_LMHZ01000002.1_seq1...aac3_class1	Latent	NA
GCA_003046475.1_ASM304647v1_PZZZ01000003.1_seq1...aac6p_class1	Latent	NA
GCA_003205195.1_ASM320519v1_QJRY01000004.1_seq1...aac6p_class2	Latent	NA
GCA_013344475.1_ASM1334447v1_JABUOU010000011.1_seq1...aac6p_class1	Latent	NA
GCA_014193895.1_ASM1419389v1_BLZR01000001.1_seq1...aac6p_class2	Latent	NA
GCA_014196625.1_ASM1419662v1_JACIDZ010000002.1_seq1...aac6p_class1	Latent	NA
GCA_016908195.1_ASM1690819v1_JAFBDK010000005.1_seq1...aac6p_class1	Latent	NA
GCA_021424165.1_PDT001219415.1_ABEOZF010000023.1_seq1...aac6p_class2	Latent	NA
GCA_024341905.1_ASM2434190v1_BQXY01000002.1_seq1...aac6p_class2	Latent	NA
GCA_028714215.1_ASM2871421v1_JAQTMS010000025.1_seq1...aac6p_class1	Latent	NA
GCA_029382665.1_ASM2938266v1_JARNKG010000001.1_seq1...aac6p_class2	Established	aac(6')-29a
GCA_030519415.1_ASM3051941v1_JAUMIP010000001.1_seq1...aac6p_class2	Latent	NA
GCA_032069945.1_ASM3206994v1_DAMARR010000222.1_seq1...aac6p_class2	Latent	NA
GCA_035944475.1_ASM3594447v1_DASZBD010000019.1_seq1...aac3_class1	Latent	NA
GCA_900167055.1_IMG.taxon_2568526003_annotated_assembly_FUXP01000001.1_seq1...aac3_class1	Latent	NA
GCA_963677965.1_piTriSpec1.Martelella_sp_1.1_OY782683.1_seq1...aac6p_class1	Latent	NA
GCA_002835735.1_ASM283573v1_PISD01000075.1_seq1...aac6p_class1	Latent	NA
GCA_003860955.1_ASM386095v1_RDAD01000003.1_seq2...aac6p_class1	Latent	NA
GCA_004458765.1_ASM445876v1_SPJX01000184.1_seq1...aac3_class1	Latent	NA
GCA_007004635.1_ASM700463v1_VIFU01000009.1_seq1...aac6p_class1	Latent	NA
GCA_007992195.1_ASM799219v1_BJZU01000072.1_seq1...aac3_class1	Latent	NA
GCA_009498735.1_ASM949873v1_ML762430.1_seq1...aac6p_class2	Latent	NA
GCA_009696465.1_ASM969646v1_VULX01000010.1_seq1...aac6p_class2	Latent	NA
GCA_016462025.1_ASM1646202v1_JADCKR010000041.1_seq1...aac6p_class2	Latent	NA
GCA_019042655.1_ASM1904265v1_JAHPZO010000013.1_seq1...aac6p_class1	Latent	NA
GCA_027498415.1_ASM2749841v1_JAPZLM010000015.1_seq1...aac6p_class1	Latent	NA
GCA_030053425.1_ASM3005342v1_JASGBI010000001.1_seq1...aac3_class1	Latent	NA
GCA_032381515.1_ASM3238151v1_JAUHIV010000002.1_seq1...aac6p_class1	Latent	NA
GCA_035304425.1_ASM3530442v1_DATGQC010000397.1_seq1...aac3_class1	Latent	NA
GCA_035555355.1_ASM3555535v1_DATMGT010000133.1_seq1...aac6p_class1	Latent	NA
GCA_035905965.1_ASM3590596v1_JAMIGB010000300.1_seq1...aac3_class1	Latent	NA
GCA_037095695.1_ASM3709569v1_JBAWKL010000005.1_seq1...aac3_class1	Latent	NA
GCA_946480305.1_SRR14536365_bin.17_metawrap_v1.3.0_MAG_CAMLJQ010000001.1_seq1...aac3_class1	Latent	NA
GCA_001557395.1_ASM155739v1_LSKH01000298.1_seq1...aac3_class1	Latent	NA
GCA_002300275.2_ASM230027v2_NRDN02000130.1_seq1...aac6p_class2	Established	aac(6')-Iaa_1
GCA_003970425.1_ASM397042v1_RXYX01000426.1_seq1...aac6p_class2	Latent	NA
GCA_009746125.1_ASM974612v1_CP041352.1_seq1...aac6p_class1	Latent	NA
GCA_011742165.1_ASM1174216v1_JAAQTO010000030.1_seq1...aac3_class1	Latent	NA
GCA_016801985.1_ASM1680198v1_JAEVLS010000008.1_seq1...aac6p_class2	Latent	NA
GCA_019242285.1_ASM1924228v1_JAFAVV010000295.1_seq1...aac6p_class1	Latent	NA
GCA_022601905.1_ASM2260190v1_JAKVIN010000017.1_seq1...aac6p_class1	Latent	NA
GCA_024519725.1_ASM2451972v1_JALJRK010000074.1_seq1...aac6p_class2	Latent	NA
GCA_025698805.1_ASM2569880v1_JAILWT010000006.1_seq1...aac3_class1	Latent	NA
GCA_026153155.1_ASM2615315v1_JAPFCD010000057.1_seq1...aac6p_class2	Latent	NA
GCA_031423935.1_ASM3142393v1_JANPGM010000635.1_seq1...aac3_class1	Latent	NA
GCA_032153945.1_ASM3215394v1_JALDYM010000001.1_seq1...aac6p_class1	Latent	NA
GCA_035760865.1_ASM3576086v1_DASTSE010000224.1_seq1...aac3_class1	Latent	NA
GCA_000219915.3_ASM21991v3_CP003555.1_seq1...aac3_class1	Latent	NA
GCA_000377585.1_ASM37758v1_KB905048.1_seq1...aac3_class1	Latent	NA
GCA_000739015.1_ASM73901v1_JPUG01000053.1_seq1...aac6p_class2	Latent	NA
GCA_001524625.2_ASM152462v2_CP013425.1_seq1...aac6p_class2	Latent	NA
GCA_002151265.1_ASM215126v1_MUMZ01000108.1_seq1...aac3_class1	Latent	NA
GCA_003347665.1_ASM334766v1_QDGA01000029.1_seq1...aac6p_class2	Latent	NA
GCA_004348265.1_ASM434826v1_SMNT01000066.1_seq1...aac3_class1	Latent	NA
GCA_013003965.1_ASM1300396v1_CP053069.1_seq1...aac6p_class2	Latent	NA
GCA_014199985.1_ASM1419998v1_JACHOS010000003.1_seq1...aac3_class1	Latent	NA
GCA_016892765.1_ASM1689276v1_JAFEMD010000002.1_seq1...aac6p_class2	Latent	NA
GCA_017939625.1_ASM1793962v1_JAGKTC010000001.1_seq1...aac3_class1	Latent	NA
GCA_018199995.1_ASM1819999v1_CP073579.1_seq1...aac3_class1	Latent	NA
GCA_021117295.1_ASM2111729v1_CP088247.1_seq1...aac3_class1	Latent	NA
GCA_021404305.1_ASM2140430v1_JABFTX010000001.1_seq1...aac3_class1	Latent	NA
GCA_024170285.1_ASM2417028v1_JALJXV010000013.1_seq1...aac3_class1	Latent	NA
GCA_026153455.1_ASM2615345v1_CP110629.1_seq1...aac3_class1	Latent	NA
GCA_030811855.1_ASM3081185v1_JAUSRN010000001.1_seq1...aac3_class1	Latent	NA
GCA_031729055.1_ASM3172905v1_JAVMIP010000016.1_seq1...aac3_class1	Latent	NA
GCA_035712445.1_ASM3571244v1_DASTAT010000054.1_seq1...aac3_class1	Latent	NA
GCA_035944695.1_ASM3594469v1_DASZBB010000240.1_seq1...aac6p_class2	Latent	NA
GCA_036918155.1_ASM3691815v1_JBALEI010000119.1_seq1...aac3_class1	Latent	NA
GCA_900109455.1_IMG.taxon_2693429884_annotated_assembly_FOAG01000010.1_seq1...aac3_class1	Latent	NA
GCA_900142075.1_IMG.taxon_2703719061_annotated_assembly_FQZO01000010.1_seq1...aac6p_class2	Latent	NA
GCA_946479475.1_SRR10754060_bin.3_metawrap_v1.3.0_MAG_CAMLGG010000044.1_seq1...aac3_class1	Latent	NA
GCA_000353285.1_ASM35328v1_KB731324.1_seq1...aac3_class1	Latent	NA
GCA_001057485.1_ASM105748v1_JVAR01000151.1_seq1...aac3_class1	Latent	NA
GCA_001278035.1_ASM127803v1_CP009452.1_seq1...aac3_class1	Latent	NA
GCA_001707825.1_ASM170782v1_LYBM01000012.1_seq1...aac6p_class2	Latent	NA
GCA_002265875.1_ASM226587v1_NPFA01000004.1_seq1...aac3_class1	Latent	NA
GCA_002742395.2_ASM274239v2_MJBJ02000006.1_seq1...aac6p_class2	Latent	NA
GCA_004005485.1_ASM400548v1_RZUL01000002.1_seq1...aac3_class1	Latent	NA
GCA_004011805.1_ASM401180v1_RCHJ01000056.1_seq1...aac3_class1	Latent	NA
GCA_004768465.1_ASM476846v1_SRMF01000004.1_seq1...aac3_class1	Latent	NA
GCA_004803465.1_ASM480346v1_SRSF01000011.1_seq1...aac6p_class2	Latent	NA
GCA_005144715.1_ASM514471v1_SWKR01000002.1_seq1...aac3_class1	Latent	NA
GCA_009859475.1_ASM985947v1_CP044549.1_seq1...aac3_class1	Latent	NA
GCA_010093325.1_ASM1009332v1_PDWU01000009.1_seq1...aac3_class1	Latent	NA
GCA_015158295.1_ASM1515829v1_JACDXV010000007.1_seq1...aac6p_class2	Latent	NA
GCA_016734765.1_ASM1673476v1_JAERQE010000009.1_seq1...aac6p_class2	Latent	NA
GCA_016864375.1_ASM1686437v1_CP069354.1_seq1...aac6p_class2	Latent	NA
GCA_018374095.1_ASM1837409v1_JAHAFV010000033.1_seq1...aac6p_class2	Latent	NA
GCA_022968135.1_ASM2296813v1_JALJRA010000009.1_seq1...aac6p_class2	Latent	NA
GCA_035447885.1_ASM3544788v1_DAOTHX010000043.1_seq1...aac3_class1	Latent	NA
GCA_035536215.1_ASM3553621v1_DATLOO010000792.1_seq1...aac3_class1	Latent	NA
GCA_035555455.1_ASM3555545v1_DATMGM010000025.1_seq1...aac3_class1	Latent	NA
GCA_900116705.1_IMG.taxon_2617270784_annotated_assembly_FPBP01000006.1_seq1...aac3_class1	Latent	NA
GCA_000745855.1_ASM74585v1_JQKD01000006.1_seq1...aac3_class1	Latent	NA
GCA_001592305.1_ASM159230v1_BCWR01000015.1_seq1...aac3_class1	Latent	NA
GCA_001650025.1_De_novo_LVVY01000127.1_seq1...aac6p_class2	Latent	NA
GCA_001984035.1_ASM198403v1_CP019449.1_seq1...aac3_class1	Latent	NA
GCA_002192685.1_ASM219268v1_MTLH01000092.1_seq1...aac6p_class2	Latent	NA
GCA_007120195.1_ASM712019v1_SKOG01000064.1_seq1...aac3_class1	Latent	NA
GCA_013778325.1_ASM1377832v1_JACEIB010000026.1_seq1...aac6p_class2	Latent	NA
GCA_014199935.1_ASM1419993v1_JACHOP010000007.1_seq1...aac3_class1	Latent	NA
GCA_017308985.1_ASM1730898v1_JADWPE010000003.1_seq1...aac6p_class2	Latent	NA
GCA_017744605.1_ASM1774460v1_JAGIAZ010000007.1_seq1...aac3_class1	Latent	NA
GCA_018598225.1_ASM1859822v1_JAHESF010000079.1_seq1...aac6p_class2	Latent	NA
GCA_019449425.1_ASM1944942v1_JAGRPJ010000034.1_seq1...aac3_class1	Latent	NA
GCA_023051225.1_ASM2305122v1_JALKHS010000007.1_seq1...aac3_class1	Latent	NA
GCA_029893635.1_ASM2989363v1_JARXYR010000001.1_seq1...aac3_class1	Latent	NA
GCA_030147455.1_ASM3014745v1_JASKZU010000057.1_seq1...aac3_class1	Latent	NA
GCA_030153145.1_ASM3015314v1_JASLHW010000130.1_seq1...aac6p_class2	Latent	NA
GCA_033721715.1_ASM3372171v1_JAWWAM010000076.1_seq1...aac3_class1	Latent	NA
GCA_035645535.1_ASM3564553v1_DASQMJ010000053.1_seq1...aac3_class1	Latent	NA
GCA_901212385.1_KLG2_CAAKNO010000022.1_seq1...aac6p_class2	Latent	NA
GCA_937141745.1_ERR2094170_bin.52_CONCOCT_v1.1_MAG_CAKZQT010000001.1_seq1...aac3_class1	Latent	NA
GCA_945952055.1_SRR9109402_bin.15_metaWRAP_v1.3_MAG_CAMFHB010000009.1_seq1...aac3_class1	Latent	NA
GCA_000266885.1_ASM26688v1_CP002959.1_seq1...aac3_class1	Latent	NA
GCA_000317145.1_ASM31714v1_CP003600.1_seq2...aac3_class1	Latent	NA
GCA_000936425.1_ASM93642v1_AVFK01000011.1_seq1...aac3_class1	Latent	NA
GCA_001312365.1_ASM131236v1_BBDP01000101.1_seq1...aac3_class1	Latent	NA
GCA_001748245.1_ASM174824v1_BDFO01000001.1_seq1...aac3_class1	Latent	NA
GCA_002261265.1_ASM226126v1_NEVK01000007.1_seq1...aac6p_class2	Latent	NA
GCA_002810445.1_ASM281044v1_NEXS01000001.1_seq1...aac3_class1	Latent	NA
GCA_007120155.1_ASM712015v1_SKOF01000487.1_seq1...aac3_class1	Latent	NA
GCA_009017255.1_ASM901725v1_WBZB01000029.1_seq1...aac6p_class2	Latent	NA
GCA_009710015.1_ASM971001v1_WMIA01000012.1_seq1...aac3_class1	Latent	NA
GCA_009725235.1_ASM972523v1_WJFC01000195.1_seq1...aac6p_class2	Latent	NA
GCA_009758415.1_ASM975841v1_WQRF01000009.1_seq1...aac6p_class2	Latent	NA
GCA_012034595.1_ASM1203459v1_JAAUPE010000079.1_seq1...aac3_class1	Latent	NA
GCA_013697085.1_ASM1369708v1_JACEFT010000001.1_seq1...aac3_class1	Latent	NA
GCA_014174165.1_ASM1417416v1_JABEQN010000017.1_seq1...aac6p_class2	Latent	NA
GCA_016735695.1_ASM1673569v1_JAERQD010000081.1_seq1...aac3_class1	Latent	NA
GCA_017302695.1_ASM1730269v1_JAFLCJ010000049.1_seq1...aac3_class1	Latent	NA
GCA_018612745.1_ASM1861274v1_JAGGRK010000026.1_seq1...aac6p_class2	Latent	NA
GCA_020089865.1_ASM2008986v1_JAIRBM010000001.1_seq1...aac6p_class2	Latent	NA
GCA_023195885.1_ASM2319588v1_JALPKO010000001.1_seq1...aac3_class1	Latent	NA
GCA_023333585.1_ASM2333358v1_JAIQZN010000057.1_seq1...aac3_class1	Latent	NA
GCA_024178385.1_ASM2417838v1_JAMZMM010000104.1_seq1...aac3_class1	Latent	NA
GCA_024808875.1_ASM2480887v1_JANUCT010000010.1_seq1...aac3_class1	Latent	NA
GCA_025809055.1_ASM2580905v1_CP075529.1_seq1...aac6p_class2	Latent	NA
GCA_028561275.1_ASM2856127v1_JAQQTF010000004.1_seq1...aac6p_class2	Latent	NA
GCA_029906645.1_ASM2990664v1_JARYGZ010000001.1_seq1...aac6p_class2	Latent	NA
GCA_031360775.1_ASM3136077v1_JANMCA010000547.1_seq1...aac3_class1	Latent	NA
GCA_035481375.1_ASM3548137v1_DATIGT010000306.1_seq1...aac3_class1	Latent	NA
GCA_035910395.1_ASM3591039v1_JAMHXO010000108.1_seq1...aac6p_class2	Latent	NA
GCA_035944575.1_ASM3594457v1_DASZBA010000122.1_seq1...aac3_class1	Latent	NA
GCA_036702585.1_ASM3670258v1_JAUBUL010000032.1_seq1...aac3_class1	Latent	NA
GCA_036846085.1_ASM3684608v1_DAIUCO010000116.1_seq1...aac3_class1	Latent	NA
GCA_949043445.1_MGBC106124_CARPPO010000172.1_seq1...aac6p_class2	Latent	NA
GCA_000374525.1_ASM37452v1_KB894573.1_seq1...aac3_class1	Latent	NA
GCA_000463015.1_ASM46301v1_CP003912.1_seq1...aac3_class1	Latent	NA
GCA_001425165.1_Root405_LMDU01000002.1_seq1...aac3_class1	Latent	NA
GCA_001426505.1_Root473_LMEV01000017.1_seq1...aac3_class1	Latent	NA
GCA_001556185.1_ASM155618v1_LSIJ01000103.1_seq1...aac3_class1	Latent	NA
GCA_001591385.1_ASM159138v1_BCUU01000004.1_seq1...aac3_class1	Latent	NA
GCA_001885615.1_ASM188561v1_LSRN01000031.1_seq1...aac3_class1	Latent	NA
GCA_001984055.1_ASM198405v1_LYVO01000112.1_seq1...aac3_class1	Latent	NA
GCA_002157355.1_ASM215735v1_LYMK01000035.1_seq1...aac3_class1	Latent	NA
GCA_002261335.1_ASM226133v1_NEVL01000001.1_seq1...aac6p_class2	Latent	NA
GCA_003151255.1_ASM315125v1_CP029481.1_seq1...aac6p_class2	Latent	NA
GCA_003628145.1_ASM362814v1_RBZV01000010.1_seq1...aac6p_class2	Latent	NA
GCA_004217095.1_ASM421709v1_SHKO01000001.1_seq1...aac3_class1	Latent	NA
GCA_004217555.1_ASM421755v1_SHKW01000001.1_seq1...aac6p_class2	Latent	NA
GCA_004322125.1_ASM432212v1_SCSA01000077.1_seq1...aac6p_class2	Latent	NA
GCA_007830035.1_ASM783003v1_VLKN01000002.1_seq1...aac3_class1	Latent	NA
GCA_007991155.1_ASM799115v1_BJXU01000122.1_seq1...aac3_class1	Latent	NA
GCA_008929045.1_ASM892904v1_VFAH01000002.1_seq1...aac3_class1	Latent	NA
GCA_014860165.1_ASM1486016v1_JACZKG010000079.1_seq1...aac6p_class2	Latent	NA
GCA_017798165.1_ASM1779816v1_CP059068.1_seq1...aac3_class1	Latent	NA
GCA_020697385.1_ASM2069738v1_JAJFBI010000691.1_seq1...aac3_class1	Latent	NA
GCA_022565775.1_ASM2256577v1_JAIUMC010000085.1_seq1...aac3_class1	Latent	NA
GCA_027532185.1_ASM2753218v1_JAPZSV010000006.1_seq1...aac3_class1	Latent	NA
GCA_029201545.1_ASM2920154v1_CP104007.1_seq1...aac6p_class2	Latent	NA
GCA_030010505.1_ASM3001050v1_JASCQO010000035.1_seq1...aac3_class1	Latent	NA
GCA_030814015.1_ASM3081401v1_JAUSUL010000007.1_seq1...aac3_class1	Latent	NA
GCA_034675085.1_ASM3467508v1_JAUCDN010000024.1_seq1...aac6p_class2	Latent	NA
GCA_035566735.1_ASM3556673v1_DATMQR010000039.1_seq1...aac6p_class2	Latent	NA
GCA_036675975.1_ASM3667597v1_JAKFDU010000057.1_seq1...aac6p_class2	Latent	NA
GCA_000013665.1_ASM1366v1_CP000282.1_seq1...aac3_class1	Established	aac(3)-Ig
GCA_000145275.1_ASM14527v1_CP002160.1_seq1...aac6p_class2	Latent	NA
GCA_000227685.3_ASM22768v3_CP007029.1_seq1...aac3_class1	Latent	NA
GCA_000296695.1_ASM29669v1_BAFK01000008.1_seq1...aac3_class1	Latent	NA
GCA_000300005.1_ASM30000v1_CP003466.1_seq1...aac3_class1	Latent	NA
GCA_000312045.1_ASM31204v1_HE978635.1_seq1...aac3_class1	Latent	NA
GCA_000349205.1_MPLversion1_APHR01000010.1_seq1...aac3_class1	Latent	NA
GCA_000372345.1_ASM37234v1_AQUS01000266.1_seq1...aac6p_class2	Latent	NA
GCA_000445065.1_ASM44506v1_ATHO01000005.1_seq1...aac3_class1	Latent	NA
GCA_000478485.2_Pseu_sp_P179_V1_KI517357.1_seq1...aac3_class1	Latent	NA
GCA_000498375.2_ASM49837v2_CP017152.1_seq1...aac3_class1	Latent	NA
GCA_000621325.1_ASM62132v1_JHYQ01000002.1_seq1...aac3_class1	Latent	NA
GCA_000632125.2_Sherbi16415_v2_JFZA02000006.1_seq1...aac3_class1	Latent	NA
GCA_000743575.1_ASM74357v1_JQGC01000009.1_seq1...aac6p_class2	Latent	NA
GCA_000807775.2_ASM80777v2_CP047385.1_seq1...aac6p_class2	Latent	NA
GCA_000815105.2_ASM81510v2_CP010310.2_seq1...aac6p_class2	Latent	NA
GCA_000972785.3_ASM97278v3_CP011253.3_seq1...aac6p_class2	Latent	NA
GCA_001420315.1_ASM142031v1_LMAR01000001.1_seq1...aac6p_class2	Latent	NA
GCA_001421945.1_Leaf64_LMLO01000006.1_seq1...aac6p_class2	Latent	NA
GCA_001427065.1_Root559_LMGE01000011.1_seq1...aac6p_class2	Latent	NA
GCA_001427875.1_Root685_LMHK01000005.1_seq1...aac6p_class2	Latent	NA
GCA_001658005.1_ASM165800v1_CP015986.1_seq1...aac3_class1	Latent	NA
GCA_002933415.1_ASM293341v1_PSNY01000019.1_seq1...aac3_class1	Latent	NA
GCA_003149435.1_ASM314943v1_QFFI01000008.1_seq1...aac3_class1	Latent	NA
GCA_003201475.1_ASM320147v1_QJJK01000009.1_seq1...aac6p_class2	Latent	NA
GCA_003259155.1_ASM325915v1_QGMQ01000003.1_seq1...aac3_class1	Latent	NA
GCA_004614185.1_ASM461418v1_SPVF01000138.1_seq1...aac3_class1	Latent	NA
GCA_005096325.1_ASM509632v1_SWAV01000005.1_seq1...aac3_class1	Latent	NA
GCA_006517665.1_ASM651766v1_VHOJ01000009.1_seq1...aac6p_class2	Latent	NA
GCA_007833215.1_ASM783321v1_CP042239.1_seq1...aac3_class1	Latent	NA
GCA_008253865.1_ASM825386v1_CP042332.1_seq1...aac3_class1	Latent	NA
GCA_008802405.1_ASM880240v1_VZDO01000024.1_seq1...aac3_class1	Latent	NA
GCA_008973755.1_ASM897375v1_WBOM01000005.1_seq1...aac3_class1	Latent	NA
GCA_013087525.1_ASM1308752v1_JABFCS010000001.1_seq1...aac3_class1	Latent	NA
GCA_013698425.1_ASM1369842v1_JACCUY010000068.1_seq1...aac3_class1	Latent	NA
GCA_013812805.1_ASM1381280v1_JACCSV010000253.1_seq1...aac3_class1	Latent	NA
GCA_014243345.1_ASM1424334v1_JACLZF010000001.1_seq1...aac6p_class2	Latent	NA
GCA_014379865.1_ASM1437986v1_JACMKZ010000081.1_seq1...aac3_class1	Latent	NA
GCA_015234425.1_ASM1523442v1_JADGNE010000037.1_seq1...aac6p_class2	Latent	NA
GCA_015904235.1_ASM1590423v1_JADZLT010000055.1_seq1...aac3_class1	Latent	NA
GCA_016054925.1_ASM1605492v1_JAECSJ010000026.1_seq1...aac3_class1	Latent	NA
GCA_016428755.1_ASM1642875v1_JAELTI010000078.1_seq1...aac6p_class2	Latent	NA
GCA_016790435.1_ASM1679043v1_JAEUPE010000025.1_seq1...aac3_class1	Latent	NA
GCA_016793385.1_ASM1679338v1_JAEUMF010000016.1_seq1...aac3_class1	Latent	NA
GCA_017307565.1_ASM1730756v1_JAFKHD010000157.1_seq1...aac6p_class2	Latent	NA
GCA_017744655.1_ASM1774465v1_JAGIAW010000010.1_seq1...aac6p_class2	Latent	NA
GCA_018119405.1_ASM1811940v1_JAGPWC010000007.1_seq1...aac6p_class2	Latent	NA
GCA_019795235.1_ASM1979523v1_JAIMCH010000004.1_seq1...aac6p_class2	Latent	NA
GCA_019915905.1_ASM1991590v1_JAHXBV010000019.1_seq1...aac3_class1	Latent	NA
GCA_020164435.1_ASM2016443v1_JAIUDQ010000006.1_seq1...aac3_class1	Latent	NA
GCA_020447175.2_ASM2044717v2_CP095733.1_seq1...aac3_class1	Latent	NA
GCA_021021515.1_ASM2102151v1_JAINWO010000060.1_seq1...aac3_class1	Latent	NA
GCA_021651055.1_ASM2165105v1_JAJHOH010000001.1_seq1...aac3_class1	Latent	NA
GCA_021732705.1_ASM2173270v1_JAKFUM010000008.1_seq1...aac6p_class2	Latent	NA
GCA_022758295.1_ASM2275829v1_JALDWJ010000004.1_seq1...aac3_class1	Latent	NA
GCA_024718215.1_ASM2471821v1_JANIAU010000001.1_seq1...aac6p_class2	Latent	NA
GCA_026847585.1_ASM2684758v1_JAPSET010000001.1_seq1...aac3_class1	Latent	NA
GCA_029835755.1_ASM2983575v1_JAOEAK010000001.1_seq1...aac3_class1	Latent	NA
GCA_030010475.1_ASM3001047v1_JASCQN010000017.1_seq1...aac3_class1	Latent	NA
GCA_030065735.1_ASM3006573v1_JASJDD010000101.1_seq1...aac3_class1	Latent	NA
GCA_030068455.1_ASM3006845v1_JAQOSQ010000010.1_seq1...aac3_class1	Latent	NA
GCA_030285925.1_ASM3028592v1_CP127251.1_seq1...aac6p_class2	Latent	NA
GCA_030409225.1_ASM3040922v1_JAUFPK010000001.1_seq1...aac3_class1	Latent	NA
GCA_030651625.1_ASM3065162v1_JAUSCF010000028.1_seq1...aac3_class1	Latent	NA
GCA_031451595.1_ASM3145159v1_JARWAG010000008.1_seq1...aac3_class1	Latent	NA
GCA_035254525.1_ASM3525452v1_DATFAN010000139.1_seq1...aac3_class1	Latent	NA
GCA_035296545.1_ASM3529654v1_DATHAU010000374.1_seq1...aac3_class1	Latent	NA
GCA_035565515.1_ASM3556551v1_DATMSG010000255.1_seq1...aac6p_class2	Latent	NA
GCA_035654615.1_ASM3565461v1_DASRWM010000285.1_seq1...aac3_class1	Latent	NA
GCA_036322605.1_ASM3632260v1_AP027262.1_seq1...aac3_class1	Latent	NA
GCA_036401155.1_ASM3640115v1_DASWVR010000179.1_seq1...aac6p_class2	Latent	NA
GCA_036402335.1_ASM3640233v1_DASWTD010000651.1_seq1...aac3_class1	Latent	NA
GCA_036405835.1_ASM3640583v1_DASWWU010000001.1_seq1...aac3_class1	Latent	NA
GCA_900114785.1_IMG.taxon_2687453688_annotated_assembly_FOUG01000003.1_seq1...aac3_class1	Latent	NA
GCA_902826195.1_RBC079_CADEDX010000275.1_seq1...aac3_class1	Latent	NA
GCA_946480855.1_SRR14536430_bin.8_metawrap_v1.3.0_MAG_CAMLLP010000582.1_seq1...aac3_class1	Latent	NA
